	perk,egf,1,t10	perk,egf,1,t30	perk,egf,1,t90	perk,egf,100,t10	perk,egf,100,t30	perk,egf,100,t90	perk,epr,1,t10	perk,epr,1,t30	perk,epr,1,t90	perk,epr,100,t10	perk,epr,100,t30	perk,epr,100,t90	perk,btc,1,t10	perk,btc,1,t30	perk,btc,1,t90	perk,btc,100,t10	perk,btc,100,t30	perk,btc,100,t90	perk,hrg,1,t10	perk,hrg,1,t30	perk,hrg,1,t90	perk,hrg,100,t10	perk,hrg,100,t30	perk,hrg,100,t90	perk,ins,1,t10	perk,ins,1,t30	perk,ins,1,t90	perk,ins,100,t10	perk,ins,100,t30	perk,ins,100,t90	perk,igf-1,1,t10	perk,igf-1,1,t30	perk,igf-1,1,t90	perk,igf-1,100,t10	perk,igf-1,100,t30	perk,igf-1,100,t90	perk,igf-2,1,t10	perk,igf-2,1,t30	perk,igf-2,1,t90	perk,igf-2,100,t10	perk,igf-2,100,t30	perk,igf-2,100,t90	perk,pdgf-bb,1,t10	perk,pdgf-bb,1,t30	perk,pdgf-bb,1,t90	perk,pdgf-bb,100,t10	perk,pdgf-bb,100,t30	perk,pdgf-bb,100,t90	perk,hgf,1,t10	perk,hgf,1,t30	perk,hgf,1,t90	perk,hgf,100,t10	perk,hgf,100,t30	perk,hgf,100,t90	perk,scf,1,t10	perk,scf,1,t30	perk,scf,1,t90	perk,scf,100,t10	perk,scf,100,t30	perk,scf,100,t90	perk,fgf-1,1,t10	perk,fgf-1,1,t30	perk,fgf-1,1,t90	perk,fgf-1,100,t10	perk,fgf-1,100,t30	perk,fgf-1,100,t90	perk,fgf-2,1,t10	perk,fgf-2,1,t30	perk,fgf-2,1,t90	perk,fgf-2,100,t10	perk,fgf-2,100,t30	perk,fgf-2,100,t90	perk,ngf-beta,1,t10	perk,ngf-beta,1,t30	perk,ngf-beta,1,t90	perk,ngf-beta,100,t10	perk,ngf-beta,100,t30	perk,ngf-beta,100,t90	perk,efna1,1,t10	perk,efna1,1,t30	perk,efna1,1,t90	perk,efna1,100,t10	perk,efna1,100,t30	perk,efna1,100,t90	perk,vegf165,1,t10	perk,vegf165,1,t30	perk,vegf165,1,t90	perk,vegf165,100,t10	perk,vegf165,100,t30	perk,vegf165,100,t90	pakt,egf,1,t10	pakt,egf,1,t30	pakt,egf,1,t90	pakt,egf,100,t10	pakt,egf,100,t30	pakt,egf,100,t90	pakt,epr,1,t10	pakt,epr,1,t30	pakt,epr,1,t90	pakt,epr,100,t10	pakt,epr,100,t30	pakt,epr,100,t90	pakt,btc,1,t10	pakt,btc,1,t30	pakt,btc,1,t90	pakt,btc,100,t10	pakt,btc,100,t30	pakt,btc,100,t90	pakt,hrg,1,t10	pakt,hrg,1,t30	pakt,hrg,1,t90	pakt,hrg,100,t10	pakt,hrg,100,t30	pakt,hrg,100,t90	pakt,ins,1,t10	pakt,ins,1,t30	pakt,ins,1,t90	pakt,ins,100,t10	pakt,ins,100,t30	pakt,ins,100,t90	pakt,igf-1,1,t10	pakt,igf-1,1,t30	pakt,igf-1,1,t90	pakt,igf-1,100,t10	pakt,igf-1,100,t30	pakt,igf-1,100,t90	pakt,igf-2,1,t10	pakt,igf-2,1,t30	pakt,igf-2,1,t90	pakt,igf-2,100,t10	pakt,igf-2,100,t30	pakt,igf-2,100,t90	pakt,pdgf-bb,1,t10	pakt,pdgf-bb,1,t30	pakt,pdgf-bb,1,t90	pakt,pdgf-bb,100,t10	pakt,pdgf-bb,100,t30	pakt,pdgf-bb,100,t90	pakt,hgf,1,t10	pakt,hgf,1,t30	pakt,hgf,1,t90	pakt,hgf,100,t10	pakt,hgf,100,t30	pakt,hgf,100,t90	pakt,scf,1,t10	pakt,scf,1,t30	pakt,scf,1,t90	pakt,scf,100,t10	pakt,scf,100,t30	pakt,scf,100,t90	pakt,fgf-1,1,t10	pakt,fgf-1,1,t30	pakt,fgf-1,1,t90	pakt,fgf-1,100,t10	pakt,fgf-1,100,t30	pakt,fgf-1,100,t90	pakt,fgf-2,1,t10	pakt,fgf-2,1,t30	pakt,fgf-2,1,t90	pakt,fgf-2,100,t10	pakt,fgf-2,100,t30	pakt,fgf-2,100,t90	pakt,ngf-beta,1,t10	pakt,ngf-beta,1,t30	pakt,ngf-beta,1,t90	pakt,ngf-beta,100,t10	pakt,ngf-beta,100,t30	pakt,ngf-beta,100,t90	pakt,efna1,1,t10	pakt,efna1,1,t30	pakt,efna1,1,t90	pakt,efna1,100,t10	pakt,efna1,100,t30	pakt,efna1,100,t90	pakt,vegf165,1,t10	pakt,vegf165,1,t30	pakt,vegf165,1,t90	pakt,vegf165,100,t10	pakt,vegf165,100,t30	pakt,vegf165,100,t90
MDAMB231	1.54107968774981	1.57233859423385	1.38114275461403	1.81431356127914	1.56983144335336	1.39362932507229	1.05217368133413	1.11672307372806	0.705183725898262	1.82459459959433	1.62798120864316	1.47599523444694	1.66773584850382	1.57350632106624	1.42849523075544	1.78849784972015	1.50863358351825	1.2662748536944	0.557019984106351	0.584137614049482	0	1.58200157036296	1.09731704232716	0.644515248213895	0	0	0	0.522556786737891	0	0	0	0	0	1.41013625984472	0.93060277243405	0	0.662004731066473	0	0	1.22147011330812	0.909348587274303	0	0	0	0	0	0	0	0.755812982447562	0.754951223900883	0	1.74235952210564	1.68099971410234	1.48406322957716	0.576667985554099	0	0	0.527826851823598	0	0	0	0.800324477276546	1.12826304319373	1.672901678839	1.2108855103535	1.09577127497993	0.714771645029124	0	0	0.974203946798371	0.792724456274535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75833222797634	0	0.870344854220944	0	0	0.580196013605234	0.40925403475155	0.433664759923431	0.873573440894487	0.693281431547964	0	0	0	0	0.734011561042927	0	0	0.573908887292984	0	0	0.731137336924076	0.562537831799853	0	0.393758285651294	0	0	0.975960472640872	0.647466912670153	0	0	0	0	0	0	0	0	0	0	0.821378020174654	0.469729375655081	0	0	0	0	0.652541362896894	0	0	0	0	0	0	0	0	0	0	0	0.793319637010186	0.37376409959073	0.45404343610962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406435420118299	0	0	0	0	0	0	0	0	0	0	0.445131722437718	0	0.645887513978981	0.38364706507235	0	0	0.496502617061418
MDAMB231	0.072956438590703	0.059310910839009	0.059784963716829	0.200303200850811	0.180388609358704	0.132221680093091	0	0	0	0.129303279420361	0.120640958223865	0.083341796019361	0.086851025813431	0.091660124668867	0.094162872357971	0.202019297744791	0.179631238616076	0.103844904264896	0	0	0	0	0	0	0	0.032889364906423	0.045557726450051	0	0.042051411537845	0.079873672448172	0	0.040037793486174	0.042856052607121	0	0.045313510674119	0.104410100104373	0	0	0.057868865729542	0	0.067857981520839	0.10142952422668	0	0.039579908377825	0.031111637941962	0.073934023783357	0.073971740479569	0.062927453198038	0	0.071386265390012	0.110241196655697	0.207116258730717	0.253930908617457	0.23035546805262	0	0	0.03543183856164	0	0	0.047048807355608	0.047355066529714	0.060745714931179	0.064156311100764	0.156641120839062	0.069855119132561	0.076957703884308	0.135929008522907	0.102102809242887	0.067936902394873	0.166038536067224	0.100440447990842	0.045240602911544	0	0	0.041257541351117	0	0	0.064786559466057	0	0	0	0	0	0.079542235536686	0.054417728673447	0	0	0.053869438557191	0.044512132662163	0	0	0	0	0.577567202711442	0.189410576380236	0	0	0	0	0	0	0	0.086546306335416	0	0	0.471469555505066	0.080071874687319	0.08113245137309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415928492135515	0.343404704034166	0.145158045485503	0	0	0	0.194379457795941	0.123693940525048	0.165548811721447	0	0	0	0.125712932068155	0	0	0.080299359257156	0	0	0.355981305525298	0.316069218223781	0.117527848617858	0	0	0	0	0	0	0	0	0	0	0	0	0.078723480671316	0	0	0.090821918359013	0	0	0	0	0	0	0	0	0	0	0	0.133830381256194	0	0	0	0.078323856332423	0	0	0.095202374030662	0
MDAMB361	0.688082910942869	0	0	1.17044198500933	1.03150080020577	0	0	0	0.74944528782491	0.553961144779325	0.787729246232891	0	1.18601677480275	0.804993469153302	0	1.24397188086149	0.940191081718716	0	1.25736675684409	1.376382841751	1.10821625683737	1.51713048504048	1.37864961073998	1.27269879300306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959791759969986	1.01261377652306	1.05184428968502	1.15649723673611	0.65366132596402	0	1.0901689153926	0.758062094531068	1.06259587638954	1.39878788322687	1.14762449954435	1.00723809639061	1.00638102185531	0	0	0	0	0	0	0	0	0.880265634627176	0	0	0	1.01239699646544	0	0.674189637040584	0.864825715590242	0	0.117156176790008	0.118764214079559	0.121926323595227	0.188120150158622	0.230114753021345	0.227566720113565	0.14796456221171	0.109193293718665	0	0.116679933183728	0.222755664525874	0.093686101329182	0.197821306169653	0.179563146535232	0	0.545131342598998	0.644600682898383	0.698186040793969	0.40544394499201	0.616261650419479	0.746348940834154	0.736543548754651	0.758855160147942	0.766737201153061	0	0	0	0	0	0.189718572368078	0	0	0	0.361800941404424	0.344817975710846	0.528342255286108	0.110793877849176	0	0	0.230411052079316	0.22190786325011	0.466812767748428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094439068176405	0	0	0	0	0	0	0	0.128503446193018	0	0	0	0	0	0	0	0	0	0	0	0.225303454983763	0	0	0	0.133697880465222	0	0.109826788037689	0.152679700327377	0
MDAMB415	1.05928050720278	0	0	0	0	0	0	0	0	0	0	0	1.96130673007101	1.88460124624742	1.62912855220691	2.23620414394382	2.0071273710632	1.83112701674019	1.94983484186917	1.97972077896871	2.13225468646278	2.22543837025328	2.33609102351481	2.35723661193718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63633774100784	1.23897358962462	0.763734744682968	0	0	0	1.14320348349766	0	0	1.50322359541121	1.29205571689934	1.69485732980449	2.23581732103385	1.62627771664572	1.16113360406829	1.08811681647927	1.14161286132446	1.54191699352007	2.18947584576545	1.94552768376625	1.89267173539568	0.801901496619916	0	0.828116812766342	0.928994301377326	0.896286549985145	1.05646560093691	0	0	0	0	0	0.779697647173956	1.60280982073835	0	1.09013652778074	0.783634391055387	1.02763853412157	1.10580622052762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206058627889751	0	0.241219988924407	0.254249078620271	0.271195503755789	0	0.301095706255083	0.346529441404308	0.351310341175466	0.381076190388618	0.426270701875464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233739171092151	0	0	0	0	0	0.223770723831651	0.212336846119356	0.207940825063552	0	0	0	0	0	0	0	0	0.21617346413385	0	0.238056194139942	0	0	0	0	0.219552258992159	0	0
MDAMB436	0.88563599322203	0.933780179986612	0.839500553947443	1.05498372715545	1.00345345186987	0.89066831802814	0	0	0	0.735747522689446	0.678342381370854	0.683143857568566	0.855924484607614	0.906610794529022	0.838112971567597	0.947746459769871	0.952020620997098	0.749033135277298	0	0	0	0	0	0	0.403125530188171	0	0	0.258754797799141	0	0.185312173398036	0.246541610921065	0	0	0.503649127502868	0.206717380119221	0.226949557436738	0	0	0	0	0.17924030259399	0.333350099972747	0	0	0	0	0	0	0	0.236355296897407	0.203116747868859	0.839078467272182	0.933421356995836	0.916810086157176	0	0	0	0.242262729041636	0	0.199859159307559	0.659584943779333	0.592341521089713	0.694804980678412	0.75308079942062	0.537659894878347	0.378108742567823	0.72432914954617	0.623146105651205	0.717282091233463	0.872822161034977	0.992633389056527	0.664173345089791	0.848451611307286	0	0	0.446835796868194	0.233054543872992	0	0	0	0	0	0	0	0.542166033734884	0.493870935709993	0	0.625336197010388	0.386400267214942	0.43225249267197	0.389772194189623	0.391165954753568	0.342418487149969	0.609147431642518	0.601991934430862	0.434438268197024	0	0	0	0.257796284594952	0	0	0.3833377147819	0.395481905103029	0.274892231461305	0.452879774449818	0.430217887614984	0.31689899805406	0	0	0	0	0	0	0.351415651389905	0	0	0.255925831305892	0	0	0.29736027942916	0	0	0.479949379870349	0.389758187280576	0.512699004509389	0	0	0	0	0.254659502458625	0.48766091871082	0	0	0	0	0	0	0	0	0	0.281082635560483	0.330242595269427	0.60826753171343	0	0	0	0	0	0	0	0	0	0	0	0	0.205496051786217	0	0	0.27352757233983	0.390644401014405	0.229451396495922	0.820274318696591	0	0	0.249002049086673	0	0	0	0	0	0	0	0	0.359454890623397	0.515189579977297	0	0.471789308413754	0.370810003390923	0.426389736825982
MDAMB453	0.255411672063481	0	0	0.484608765782402	0	0	0	0	0	0.571971152465323	0.472056255884767	0.244788908038397	0.561010222717704	0.412165749346652	0	0.39866452692638	0	0	0.596216700392246	0.5097552712622	0.440691079518372	0.906185232187745	0.716845661409037	0.477871591022968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642681410394533	0.470981870358253	0	0	0	0	0.742982056040662	0.735963784118604	0.605879269751512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171127656238841	0.145866691895511	0	0.128317270416267	0	0	0.479096998099065	0.424662082789985	0.489255168955145	0.379473420660468	0.439981641109254	0.52056515406253	0.678859614566607	0.612987894321536	0.551120456503992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137542133165283	0	0	0	0	0	0	0.212027044589537	0.195375912975714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDAMB468	0.967804357319089	0.903844686002367	0.861352133937175	1.16957378586376	1.11712323058583	0.995018341363557	1.0772112215282	1.06829521854643	1.01480659952965	1.17546439474307	1.14722045634843	1.04365807223474	0.987417325230224	0.889606723732994	0.845728228208972	1.19605189779679	1.14316916826263	0.921812381673479	0.2909583406034	0.408127174848229	0.344406760597815	0.842434703118855	0.621900134125436	0.52437798840288	0	0	0	0.235670112230697	0	0	0	0	0	0.155252693476216	0	0	0	0	0	0	0.144736229578466	0	0.12639560507448	0	0.138081231854532	0.201101443732823	0	0	0.323212565272984	0.277288193510334	0.14269839005355	1.1402559987556	1.07105611151773	0.765821370470267	0	0	0	0	0	0	0.507704353671702	0.460347151391102	0.47015038264139	0.663003262502752	0.257399418394387	0.299075068870293	0.347658434473759	0.196517862526392	0.161743812265944	0.602802714262243	0.214783862745179	0.19406800846497	0	0	0	0	0	0.384356687651473	0	0	0	0	0	0	0	0	0	0	0	0	0.28539949361291	0.277885882357407	0.313732258423295	0.437166270992726	0.45765463601495	0.434839846957931	0.354579387617837	0.355556667486752	0.373581439843866	0.410002233034233	0.451867220125976	0.372296489261397	0.286902891444852	0.272501740022388	0.209053643553296	0.407326187147937	0.433808605150249	0.402943164184638	0.220966144888548	0.25834541235518	0.368346380242802	0.460870351548762	0.488114557157014	0.505152701992841	0	0.072670080537433	0.168634166088937	0.287955618745151	0.302011062275601	0.326320935952142	0	0	0	0.217409016265871	0.247908569663724	0.297114155871613	0	0	0	0	0.153932578519018	0.306392456874834	0	0	0	0	0	0	0	0	0.104646213035885	0.376801352885702	0.423579342798083	0.477729372849749	0	0	0	0	0	0.077563397584223	0.103228662118647	0.062095641915858	0	0.097456777931224	0	0	0.068629568081921	0	0	0.113603210039571	0	0	0	0	0	0	0	0.089921010584185	0	0	0	0	0	0	0.072280246594308	0.084469623469131	0.118609393811682	0.073413498693736	0	0.055329810967436
SKBR3	1.20076941350007	1.17914043701189	1.03811144743727	1.25816100433916	1.21310347781215	1.09713489122939	1.19151845239629	1.13566592158216	1.00017608251893	1.25874397561308	1.23705021991188	1.09730647707911	1.20623424428687	1.16940027225016	1.06907615143962	1.23473989175727	1.20162190650081	1.10072874342058	1.12012508218916	1.16606195183733	1.00954995099274	1.23139661594861	1.17100549953775	0.988858946779685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29278738440108	0.993774933629269	0.450064497312951	0.30006239300743	0	0	0	0	0	0	0.735287558649952	0.55721079314181	0.471227958452811	0.785390556485751	0	0	0.594641702698218	0.51248608442107	0.459969825200545	0.880550700452782	0.454257709899204	0.470952686135403	0	0	0	0	0	0.421630340055238	0	0	0	0	0	0	0	0	0	0	0	0	0.332339442862089	0.345055651150857	0	0.652177945154126	0.617702214158879	0.537516033418518	0.221203914273134	0.236855599730008	0	0.566693720028291	0.596865513238892	0.354389492201499	0.28498025461128	0.30433835873357	0	0.696728113581589	0.703515259937993	0.690468938915914	0.602607942767254	0.722831731380828	0.744938398557679	0.798735808781049	0.7824467604616	0.770209274263568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKBR3	0.848027790398774	0.810442616308357	0.685269042044294	0.881027610023858	0.848012724657262	0.732968414941063	0.789711767387365	0.762378440349908	0.676859801558779	0.871561676298226	0.857364344862501	0.754851133992598	0.823723843773511	0.790713530189953	0.694303312746224	0.869819664928957	0.842465506417241	0.738703226130233	0.730113635190158	0.778589633707871	0.652453286099895	0.90670759328305	0.818953572273768	0.637262331122645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653102071412164	0.171836344674566	0	0	0	0	0	0	0	0.337206163157711	0.295318766457998	0.279706935847503	0.523793329358417	0	0	0.356303012980565	0.240383862478412	0.252318978954804	0.558792946368905	0.255170654771606	0.226881595367036	0	0	0	0	0	0	0	0	0	0	0	0	0.172630289412439	0	0	0	0	0	0.369529232270075	0.313899824392327	0	0.648008464224596	0.651860281468982	0.558810586729526	0.18254301968146	0.184090189162347	0	0.539520860431253	0.570284565629536	0.391480090336989	0.290173372115274	0.267892437418291	0	0.699627703475701	0.718616735249523	0.727605660807697	0.555896738097795	0.692674448819998	0.741183415476756	0.839651959425932	0.810556028534733	0.76985134986766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123774932280224	0	0	0	0	0	0	0	0	0.102709924180049	0	0	0	0	0	0.117058610426405	0.093259977643903	0.072447096742805	0.113983225147163	0.07756610659485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKBR3	0.942188999810577	0.863391306339202	0.719886434308516	0.960955418057948	0.899532051937578	0.76261966412849	0.873669102564988	0.763867781795653	0.683237890606449	0.95824066936136	0.901970215155442	0.788998221135509	0.915759402194446	0.849905358561758	0.730221440392786	0.964984501763199	0.914555623023368	0.762498499011524	0.81732757260277	0.831303013021562	0.738204679633845	0.935678704304753	0.868523467859534	0.719105490481687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212807792369132	0	0	0.711022913491685	0.218428291028128	0	0	0	0	0	0	0	0.493964028228731	0.347198011305934	0.279640848755231	0.551374823772867	0	0	0.446857984807565	0.223523830085411	0.188055767798723	0.564710963564311	0.203006569075027	0.162214419887663	0	0	0	0.162880424796629	0	0	0	0	0	0	0	0	0.160220511417179	0	0	0	0	0	0.385875140287419	0.319386721477762	0	0.704744454831035	0.759203379274969	0.570418800809318	0.159894474652745	0.173635508333053	0	0.588014829710096	0.617133939763649	0.391945436374909	0.337003130793875	0.344903388249876	0	0.81272792868061	0.866620635542502	0.842427982832671	0.650569479627292	0.777648201252357	0.84605178005486	0.897322829911207	0.882464879799612	0.875284345202036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063949934574769	0	0.04494366686077	0	0	0	0	0	0	0.071912018653005	0	0	0.106578810989751	0.108619424834866	0	0	0	0	0	0	0	0.078984415993076	0.061575010928026	0	0	0	0.047224724863588	0.060544591431191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05297895482892	0	0	0	0.05703642900359	0
UACC893	0	0	0.270688947319616	0.373434782302763	0.542835435793591	0	0.202123925508025	0	0.194003106882978	0.471870218858484	0.531193906570178	0.19839391678923	0.503353074501767	0.461016310689894	0.374552340743711	0.448229454090289	0.615616054924281	0.183495975443317	0	0	0	0.185845048364568	0.279900425907379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184389977672577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184111158761253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZR751	1.35924883773137	1.14386991897549	1.27571924629558	1.87463963892003	1.54916704259308	0.932496848651549	0.433912239817646	0.642571508614333	0.482400933268053	1.54647241247777	1.31220945512973	1.08530079037384	1.72167489221639	1.57652085071806	1.41870164392333	1.90462168965946	1.51819128793665	0.852455589297266	1.64815559101595	1.6411050288075	1.59826102722765	1.911338605809	1.84910441012683	1.64396753098176	0	0	0	1.02603467505072	0	0	0	0	0	1.26447410964981	0.865045726856137	0.758593438662193	0	0	0	0.525125868269082	0	0.475404079155618	0	0	0	0	0	0	0	0	0	0.801176507233807	0	0	0	0	0	0	0	0	1.3072289453072	1.20629173804223	1.37544879847982	1.70713913408506	1.4148147144056	1.20977220374648	1.2587664917708	1.09767230226955	1.46798001742363	1.75361904522068	1.54947668306437	1.39574452040302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545583746777184	0	0.666910140015945	0.621796211830679	0.647969493371056	0.213930805408249	0	0	0.842772995896531	0.483473015975257	0	0	0	0	0.379176558506493	0.196451926873462	0	0.610377058535904	0.427619097207046	0.24773657247257	1.03718901298738	0.837949402499518	0.668376768661921	1.31370793947515	1.52642787626811	1.0469872877227	1.34461684805636	1.34461684805636	1.47094330959911	0	0	0	0.665455341399066	0.485774520675928	0.472229717160392	0	0	0	1.19373316945017	1.14655020925467	1.06617459489312	0	0	0	0.382435833684392	0.394883254448927	0.650187877571313	0	0	0	0	0	0	0	0	0	0.213626808707446	0	0	0	0	0	0	0	0	0.148897636970164	0.156247667546152	0	0.430587418925214	0.157255130673222	0.14003854488561	0	0	0	0.51175479287536	0.202411992356788	0.151547914174242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZR7530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151833082163164	0.208344146456773	0.274606136882675	0.177688933546237	0.257861817842574	0.282686788342736	0.247638331743	0.232127576227858	0.259247705014965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115623815852502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487769046084599	0	0	0	0	0	0.433541128490651	0	0	0.188247758230057	0.819133420675775	0.955423596805339	1.11350361555718	0.587791038813082	0.904310762717485	1.11102799804091	0.987147819114961	1.0369805906562	1.13785412913697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144967643968401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
